Combination,Role_Score,Type_Score,Weakness_Score,Threat_Coverage_Score,Total_Stats_Score,Total_Score,Combination_Names
"150, 151, 113, 103, 73, 89",8.75,6.62,5.91,4.53,8.45,5.929048,"mewtwo, mew, chansey, exeggutor, tentacruel, muk"
"150, 144, 113, 9, 89, 76",8.75,10,5.54,4.62,8.38,5.928762,"mewtwo, articuno, chansey, blastoise, muk, golem"
"150, 145, 113, 9, 89, 76",8.75,10,5.54,4.62,8.38,5.928762,"mewtwo, zapdos, chansey, blastoise, muk, golem"
"150, 151, 146, 103, 9, 89",8.75,7.88,5.53,4.85,8.78,5.928608,"mewtwo, mew, moltres, exeggutor, blastoise, muk"
"151, 144, 121, 143, 3, 89",8.75,9.28,5.44,4.85,8.53,5.928394,"mew, articuno, starmie, snorlax, venusaur, muk"
"151, 145, 121, 143, 3, 89",8.75,9.28,5.44,4.85,8.53,5.928394,"mew, zapdos, starmie, snorlax, venusaur, muk"
"150, 151, 121, 143, 130, 89",8.75,6,6,4.44,8.59,5.928314,"mewtwo, mew, starmie, snorlax, gyarados, muk"
"150, 144, 145, 73, 143, 89",8.75,8.72,4.79,5.94,8.79,5.928001,"mewtwo, articuno, zapdos, tentacruel, snorlax, muk"
"150, 151, 103, 59, 89, 68",8.75,6.93,5.84,4.53,8.65,5.927604,"mewtwo, mew, exeggutor, arcanine, muk, machamp"
"150, 151, 6, 3, 89, 76",8.75,8.72,4.78,6.03,8.54,5.92746,"mewtwo, mew, charizard, venusaur, muk, golem"
"150, 146, 113, 143, 89, 68",8.75,8.36,5.69,4.62,8.42,5.927445,"mewtwo, moltres, chansey, snorlax, muk, machamp"
"150, 146, 134, 143, 149, 89",8.75,9.12,4.99,5.53,8.79,5.927389,"mewtwo, moltres, vaporeon, snorlax, dragonite, muk"
"151, 9, 121, 149, 89, 80",8.75,5.39,5.78,4.94,8.5,5.926646,"mew, blastoise, starmie, dragonite, muk, slowbro"
"151, 146, 131, 121, 62, 89",8.75,8,5.21,5.44,8.5,5.926367,"mew, moltres, lapras, starmie, poliwrath, muk"
"151, 131, 6, 121, 62, 89",8.75,8,5.21,5.44,8.5,5.926367,"mew, lapras, charizard, starmie, poliwrath, muk"
"151, 146, 103, 121, 62, 89",8.75,8,5.21,5.44,8.49,5.925466,"mew, moltres, exeggutor, starmie, poliwrath, muk"
"151, 6, 103, 121, 62, 89",8.75,8,5.21,5.44,8.49,5.925466,"mew, charizard, exeggutor, starmie, poliwrath, muk"
"151, 146, 121, 62, 89, 91",8.75,8,5.21,5.44,8.48,5.925015,"mew, moltres, starmie, poliwrath, muk, cloyster"
"151, 6, 121, 62, 89, 91",8.75,8,5.21,5.44,8.48,5.925015,"mew, charizard, starmie, poliwrath, muk, cloyster"
"150, 151, 146, 143, 89, 34",8.75,7.25,5.28,5.35,8.79,5.925007,"mewtwo, mew, moltres, snorlax, muk, nidoking"
"151, 144, 9, 121, 89, 80",8.75,5.39,5.82,4.85,8.5,5.923619,"mew, articuno, blastoise, starmie, muk, slowbro"
"151, 145, 9, 121, 89, 80",8.75,5.39,5.82,4.85,8.5,5.923619,"mew, zapdos, blastoise, starmie, muk, slowbro"
"150, 121, 143, 149, 89, 68",8.75,9.75,5.82,4.12,8.51,5.923243,"mewtwo, starmie, snorlax, dragonite, muk, machamp"
"151, 144, 131, 121, 89, 80",8.75,5.5,5.46,5.44,8.5,5.923046,"mew, articuno, lapras, starmie, muk, slowbro"
"151, 121, 143, 59, 89, 68",8.75,9.07,6,3.94,8.51,5.922948,"mew, starmie, snorlax, arcanine, muk, machamp"
"144, 121, 59, 149, 89, 91",8.75,8,4.47,6.62,8.64,5.922147,"articuno, starmie, arcanine, dragonite, muk, cloyster"
"150, 146, 113, 121, 89, 112",8.75,10,5.28,5.03,8.33,5.920971,"mewtwo, moltres, chansey, starmie, muk, rhydon"
"151, 146, 121, 143, 89, 34",8.75,8.72,5.18,5.35,8.51,5.920479,"mew, moltres, starmie, snorlax, muk, nidoking"
"151, 146, 121, 143, 62, 89",8.75,8.72,5.48,4.85,8.51,5.919902,"mew, moltres, starmie, snorlax, poliwrath, muk"
"150, 144, 113, 143, 89, 76",8.75,9.12,5.6,4.62,8.39,5.91978,"mewtwo, articuno, chansey, snorlax, muk, golem"
"150, 145, 113, 143, 89, 76",8.75,9.12,5.6,4.62,8.39,5.91978,"mewtwo, zapdos, chansey, snorlax, muk, golem"
"150, 151, 146, 143, 89, 112",8.75,9.12,5.38,4.85,8.79,5.919271,"mewtwo, mew, moltres, snorlax, muk, rhydon"
"150, 151, 146, 143, 89, 76",8.75,9.12,5.38,4.85,8.79,5.919271,"mewtwo, mew, moltres, snorlax, muk, golem"
"151, 131, 9, 121, 149, 89",8.75,7.06,5.59,4.94,8.54,5.919268,"mew, lapras, blastoise, starmie, dragonite, muk"
"151, 146, 131, 73, 121, 89",8.75,7,5,5.94,8.5,5.919215,"mew, moltres, lapras, tentacruel, starmie, muk"
"151, 131, 6, 73, 121, 89",8.75,7,5,5.94,8.5,5.919215,"mew, lapras, charizard, tentacruel, starmie, muk"
"151, 103, 9, 121, 149, 89",8.75,7.06,5.59,4.94,8.53,5.918367,"mew, exeggutor, blastoise, starmie, dragonite, muk"
"151, 146, 121, 143, 89, 80",8.75,7.06,5.64,4.85,8.51,5.918345,"mew, moltres, starmie, snorlax, muk, slowbro"
"151, 9, 121, 149, 89, 91",8.75,7.06,5.59,4.94,8.53,5.917916,"mew, blastoise, starmie, dragonite, muk, cloyster"
"150, 151, 3, 149, 89, 76",8.75,8.72,5,5.53,8.85,5.916897,"mewtwo, mew, venusaur, dragonite, muk, golem"
"151, 145, 131, 9, 121, 89",8.75,7.06,5.63,4.85,8.54,5.916728,"mew, zapdos, lapras, blastoise, starmie, muk"
"151, 144, 103, 9, 121, 89",8.75,7.06,5.63,4.85,8.53,5.915827,"mew, articuno, exeggutor, blastoise, starmie, muk"
"151, 145, 103, 9, 121, 89",8.75,7.06,5.63,4.85,8.53,5.915827,"mew, zapdos, exeggutor, blastoise, starmie, muk"
"151, 145, 9, 121, 89, 91",8.75,7.06,5.63,4.85,8.53,5.915376,"mew, zapdos, blastoise, starmie, muk, cloyster"
"151, 146, 131, 103, 121, 89",8.75,8,5.18,5.44,8.53,5.914777,"mew, moltres, lapras, exeggutor, starmie, muk"
"151, 131, 6, 103, 121, 89",8.75,8,5.18,5.44,8.53,5.914777,"mew, lapras, charizard, exeggutor, starmie, muk"
"150, 145, 9, 89, 68, 91",8.75,9.12,5.57,4.62,8.53,5.914724,"mewtwo, zapdos, blastoise, muk, machamp, cloyster"
"151, 144, 131, 121, 62, 89",8.75,7,5.29,5.44,8.5,5.914676,"mew, articuno, lapras, starmie, poliwrath, muk"
"150, 151, 143, 149, 89, 31",8.75,7.25,5.49,4.94,8.89,5.913831,"mewtwo, mew, snorlax, dragonite, muk, nidoqueen"
"151, 144, 121, 62, 89, 91",8.75,7,5.29,5.44,8.48,5.913324,"mew, articuno, starmie, poliwrath, muk, cloyster"
"150, 144, 113, 134, 143, 89",8.75,8.36,6,4.03,8.5,5.913029,"mewtwo, articuno, chansey, vaporeon, snorlax, muk"
"150, 145, 113, 134, 143, 89",8.75,8.36,6,4.03,8.5,5.913029,"mewtwo, zapdos, chansey, vaporeon, snorlax, muk"
"150, 151, 144, 113, 103, 68",8.75,7.88,5.87,4.23,8.77,5.91271,"mewtwo, mew, articuno, chansey, exeggutor, machamp"
"150, 151, 145, 113, 103, 68",8.75,7.88,5.87,4.23,8.77,5.91271,"mewtwo, mew, zapdos, chansey, exeggutor, machamp"
"150, 144, 73, 143, 89, 68",8.75,9.75,5.56,4.53,8.47,5.912699,"mewtwo, articuno, tentacruel, snorlax, muk, machamp"
"150, 145, 73, 143, 89, 68",8.75,9.75,5.56,4.53,8.47,5.912699,"mewtwo, zapdos, tentacruel, snorlax, muk, machamp"
"150, 146, 113, 103, 9, 89",8.75,9.75,5.5,4.62,8.53,5.912254,"mewtwo, moltres, chansey, exeggutor, blastoise, muk"
"150, 146, 9, 89, 68, 76",8.75,10,5.14,5.21,8.41,5.911582,"mewtwo, moltres, blastoise, muk, machamp, golem"
"150, 151, 73, 143, 59, 89",8.75,6.93,5.86,4.44,8.67,5.911296,"mewtwo, mew, tentacruel, snorlax, arcanine, muk"
"144, 145, 121, 143, 89, 68",8.75,9.83,5,5.44,8.51,5.910334,"articuno, zapdos, starmie, snorlax, muk, machamp"
"150, 144, 146, 103, 143, 89",8.75,8.72,4.7,6.03,8.79,5.910044,"mewtwo, articuno, moltres, exeggutor, snorlax, muk"
"150, 145, 146, 103, 143, 89",8.75,8.72,4.7,6.03,8.79,5.910044,"mewtwo, zapdos, moltres, exeggutor, snorlax, muk"
"151, 146, 73, 121, 143, 89",8.75,7.61,5.27,5.35,8.51,5.909987,"mew, moltres, tentacruel, starmie, snorlax, muk"
"150, 151, 121, 143, 3, 89",8.75,6.62,5.91,4.44,8.53,5.909788,"mewtwo, mew, starmie, snorlax, venusaur, muk"
"151, 146, 131, 121, 143, 89",8.75,8.72,5.45,4.85,8.55,5.909606,"mew, moltres, lapras, starmie, snorlax, muk"
"151, 146, 121, 143, 59, 89",8.75,7.88,5.21,5.35,8.67,5.909362,"mew, moltres, starmie, snorlax, arcanine, muk"
"150, 151, 6, 3, 89, 80",8.75,7.61,5.21,5.44,8.54,5.909073,"mewtwo, mew, charizard, venusaur, muk, slowbro"
"150, 151, 143, 59, 89, 80",8.75,6.93,6.15,3.94,8.67,5.909042,"mewtwo, mew, snorlax, arcanine, muk, slowbro"
"150, 151, 113, 103, 62, 89",8.75,7.88,6.05,4.03,8.42,5.908681,"mewtwo, mew, chansey, exeggutor, poliwrath, muk"
"151, 146, 121, 143, 89, 91",8.75,8.72,5.45,4.85,8.54,5.908254,"mew, moltres, starmie, snorlax, muk, cloyster"
"150, 151, 146, 9, 89, 80",8.75,6,5.67,4.85,8.78,5.907117,"mewtwo, mew, moltres, blastoise, muk, slowbro"
"150, 151, 143, 59, 89, 68",8.75,7.5,6.09,3.94,8.67,5.905979,"mewtwo, mew, snorlax, arcanine, muk, machamp"
"150, 151, 131, 113, 103, 89",8.75,7.88,6.02,4.03,8.53,5.905583,"mewtwo, mew, lapras, chansey, exeggutor, muk"
"150, 151, 113, 103, 89, 91",8.75,7.88,6.02,4.03,8.52,5.904231,"mewtwo, mew, chansey, exeggutor, muk, cloyster"
"150, 151, 143, 59, 62, 89",8.75,8.36,6,3.94,8.67,5.903232,"mewtwo, mew, snorlax, arcanine, poliwrath, muk"
"151, 144, 131, 103, 121, 89",8.75,7,5.26,5.44,8.53,5.903198,"mew, articuno, lapras, exeggutor, starmie, muk"
"151, 113, 103, 121, 89, 68",8.75,7.88,6.05,4.03,8.37,5.902823,"mew, chansey, exeggutor, starmie, muk, machamp"
"150, 151, 131, 134, 121, 149",8.75,5.39,5.78,4.73,8.88,5.902383,"mewtwo, mew, lapras, vaporeon, starmie, dragonite"
"150, 151, 144, 143, 89, 31",8.75,7.25,5.53,4.85,8.79,5.902078,"mewtwo, mew, articuno, snorlax, muk, nidoqueen"
"150, 151, 145, 143, 89, 31",8.75,7.25,5.53,4.85,8.79,5.902078,"mewtwo, mew, zapdos, snorlax, muk, nidoqueen"
"150, 151, 146, 113, 89, 112",8.75,9.12,5.38,4.85,8.62,5.901921,"mewtwo, mew, moltres, chansey, muk, rhydon"
"144, 113, 121, 143, 149, 89",8.75,8.17,5.09,5.53,8.51,5.901741,"articuno, chansey, starmie, snorlax, dragonite, muk"
"145, 113, 121, 143, 149, 89",8.75,8.17,5.09,5.53,8.51,5.901741,"zapdos, chansey, starmie, snorlax, dragonite, muk"
"151, 121, 143, 149, 89, 31",8.75,8.72,5.39,4.94,8.51,5.90086,"mew, starmie, snorlax, dragonite, muk, nidoqueen"
"150, 146, 103, 59, 149, 89",8.75,7.06,4.47,6.62,8.9,5.900387,"mewtwo, moltres, exeggutor, arcanine, dragonite, muk"
"150, 151, 113, 134, 89, 76",8.75,8.36,6.01,4.03,8.33,5.900261,"mewtwo, mew, chansey, vaporeon, muk, golem"
"150, 146, 9, 149, 89, 91",8.75,8.17,4.68,6.12,8.78,5.89992,"mewtwo, moltres, blastoise, dragonite, muk, cloyster"
"150, 144, 103, 143, 59, 89",8.75,9.75,5.5,4.53,8.67,5.899528,"mewtwo, articuno, exeggutor, snorlax, arcanine, muk"
"150, 145, 103, 143, 59, 89",8.75,9.75,5.5,4.53,8.67,5.899528,"mewtwo, zapdos, exeggutor, snorlax, arcanine, muk"
"151, 121, 3, 149, 89, 80",8.75,7,5.21,5.53,8.47,5.898949,"mew, starmie, venusaur, dragonite, muk, slowbro"
"150, 151, 146, 143, 59, 89",8.75,6.21,5.31,5.35,8.9,5.898909,"mewtwo, mew, moltres, snorlax, arcanine, muk"
"151, 144, 121, 143, 89, 31",8.75,8.72,5.44,4.85,8.51,5.898814,"mew, articuno, starmie, snorlax, muk, nidoqueen"
"151, 145, 121, 143, 89, 31",8.75,8.72,5.44,4.85,8.51,5.898814,"mew, zapdos, starmie, snorlax, muk, nidoqueen"
"144, 145, 113, 121, 143, 89",8.75,8.17,5.14,5.44,8.51,5.897756,"articuno, zapdos, chansey, starmie, snorlax, muk"
"150, 151, 121, 3, 89, 76",8.75,7.61,5.45,5.03,8.47,5.897464,"mewtwo, mew, starmie, venusaur, muk, golem"
"151, 144, 121, 3, 89, 80",8.75,7,5.26,5.44,8.47,5.89734,"mew, articuno, starmie, venusaur, muk, slowbro"
"151, 145, 121, 3, 89, 80",8.75,7,5.26,5.44,8.47,5.89734,"mew, zapdos, starmie, venusaur, muk, slowbro"
"150, 151, 144, 131, 89, 91",8.75,5.39,5.36,5.44,8.78,5.897011,"mewtwo, mew, articuno, lapras, muk, cloyster"
"151, 6, 103, 121, 59, 89",8.75,7.06,4.94,5.94,8.55,5.896795,"mew, charizard, exeggutor, starmie, arcanine, muk"
"150, 144, 9, 149, 89, 91",8.75,7.06,4.79,6.12,8.78,5.896483,"mewtwo, articuno, blastoise, dragonite, muk, cloyster"
"151, 145, 73, 59, 89, 91",8.75,8.72,5,5.53,8.64,5.896443,"mew, zapdos, tentacruel, arcanine, muk, cloyster"
"144, 6, 121, 3, 89, 76",8.75,9.73,3.92,7.21,8.47,5.895114,"articuno, charizard, starmie, venusaur, muk, golem"
"145, 6, 121, 3, 89, 76",8.75,9.73,3.92,7.21,8.47,5.895114,"zapdos, charizard, starmie, venusaur, muk, golem"
"150, 113, 121, 143, 149, 89",8.75,7.88,5.95,4.12,8.51,5.894495,"mewtwo, chansey, starmie, snorlax, dragonite, muk"
"150, 151, 145, 146, 131, 89",8.75,8.17,4.73,5.94,9.02,5.894444,"mewtwo, mew, zapdos, moltres, lapras, muk"
"150, 151, 121, 143, 59, 149",8.75,7.88,5.83,4.16,8.99,5.893201,"mewtwo, mew, starmie, snorlax, arcanine, dragonite"
"150, 151, 121, 62, 149, 80",8.75,5,5.8,4.73,8.83,5.892738,"mewtwo, mew, starmie, poliwrath, dragonite, slowbro"
"151, 121, 3, 149, 89, 76",8.75,10,4.9,5.53,8.47,5.891821,"mew, starmie, venusaur, dragonite, muk, golem"
"150, 151, 113, 59, 89, 80",8.75,6.93,6.15,3.94,8.49,5.891691,"mewtwo, mew, chansey, arcanine, muk, slowbro"
"151, 9, 121, 149, 89, 112",8.75,8.72,5.37,4.94,8.5,5.891583,"mew, blastoise, starmie, dragonite, muk, rhydon"
"151, 9, 121, 149, 89, 76",8.75,8.72,5.37,4.94,8.5,5.891583,"mew, blastoise, starmie, dragonite, muk, golem"
"151, 144, 131, 121, 143, 89",8.75,7.61,5.52,4.85,8.55,5.891459,"mew, articuno, lapras, starmie, snorlax, muk"
"151, 144, 121, 3, 89, 76",8.75,10,4.95,5.44,8.47,5.890966,"mew, articuno, starmie, venusaur, muk, golem"
"151, 145, 121, 3, 89, 76",8.75,10,4.95,5.44,8.47,5.890966,"mew, zapdos, starmie, venusaur, muk, golem"
"150, 151, 144, 131, 73, 89",8.75,5.94,4.99,5.94,8.78,5.890764,"mewtwo, mew, articuno, lapras, tentacruel, muk"
"150, 144, 131, 6, 121, 89",8.75,7,4.58,6.53,8.56,5.89043,"mewtwo, articuno, lapras, charizard, starmie, muk"
"151, 144, 121, 143, 89, 91",8.75,7.61,5.52,4.85,8.54,5.890107,"mew, articuno, starmie, snorlax, muk, cloyster"
"151, 144, 131, 121, 59, 89",8.75,7.61,5.2,5.35,8.66,5.890054,"mew, articuno, lapras, starmie, arcanine, muk"
"144, 73, 121, 143, 149, 89",8.75,8,4.79,6.03,8.51,5.88997,"articuno, tentacruel, starmie, snorlax, dragonite, muk"
"145, 73, 121, 143, 149, 89",8.75,8,4.79,6.03,8.51,5.88997,"zapdos, tentacruel, starmie, snorlax, dragonite, muk"
"151, 144, 9, 121, 89, 112",8.75,8.72,5.42,4.85,8.5,5.889578,"mew, articuno, blastoise, starmie, muk, rhydon"
"151, 144, 9, 121, 89, 76",8.75,8.72,5.42,4.85,8.5,5.889578,"mew, articuno, blastoise, starmie, muk, golem"
"151, 145, 9, 121, 89, 112",8.75,8.72,5.42,4.85,8.5,5.889578,"mew, zapdos, blastoise, starmie, muk, rhydon"
"151, 145, 9, 121, 89, 76",8.75,8.72,5.42,4.85,8.5,5.889578,"mew, zapdos, blastoise, starmie, muk, golem"
"150, 151, 131, 143, 59, 89",8.75,8.36,5.97,3.94,8.67,5.889456,"mewtwo, mew, lapras, snorlax, arcanine, muk"
"150, 151, 143, 59, 89, 91",8.75,8.36,5.97,3.94,8.67,5.889456,"mewtwo, mew, snorlax, arcanine, muk, cloyster"
"150, 144, 121, 143, 89, 112",8.75,10,5.54,4.44,8.51,5.88889,"mewtwo, articuno, starmie, snorlax, muk, rhydon"
"150, 145, 121, 143, 89, 112",8.75,10,5.54,4.44,8.51,5.88889,"mewtwo, zapdos, starmie, snorlax, muk, rhydon"
"151, 144, 121, 59, 89, 91",8.75,7.61,5.2,5.35,8.64,5.888702,"mew, articuno, starmie, arcanine, muk, cloyster"
"150, 151, 146, 131, 3, 89",8.75,8.72,5.01,5.44,8.78,5.888526,"mewtwo, mew, moltres, lapras, venusaur, muk"
"150, 151, 131, 113, 59, 89",8.75,8.36,5.97,3.94,8.66,5.88833,"mewtwo, mew, lapras, chansey, arcanine, muk"
"150, 151, 113, 134, 89, 80",8.75,4.79,6.34,4.03,8.33,5.888177,"mewtwo, mew, chansey, vaporeon, muk, slowbro"
"150, 144, 6, 103, 143, 89",8.75,8.72,4.7,6.03,8.57,5.887962,"mewtwo, articuno, charizard, exeggutor, snorlax, muk"
"150, 145, 6, 103, 143, 89",8.75,8.72,4.7,6.03,8.57,5.887962,"mewtwo, zapdos, charizard, exeggutor, snorlax, muk"
"150, 144, 146, 113, 89, 112",8.75,9.83,4.58,6.03,8.62,5.887955,"mewtwo, articuno, moltres, chansey, muk, rhydon"
"150, 145, 146, 113, 89, 112",8.75,9.83,4.58,6.03,8.62,5.887955,"mewtwo, zapdos, moltres, chansey, muk, rhydon"
"150, 151, 103, 121, 59, 89",8.75,6,5.91,4.44,8.65,5.887257,"mewtwo, mew, exeggutor, starmie, arcanine, muk"
"150, 151, 146, 3, 89, 91",8.75,8.72,5.01,5.44,8.77,5.887174,"mewtwo, mew, moltres, venusaur, muk, cloyster"
"150, 144, 121, 62, 89, 112",8.75,9.5,5.25,5.03,8.39,5.88714,"mewtwo, articuno, starmie, poliwrath, muk, rhydon"
"150, 145, 121, 62, 89, 112",8.75,9.5,5.25,5.03,8.39,5.88714,"mewtwo, zapdos, starmie, poliwrath, muk, rhydon"
"150, 151, 113, 59, 89, 91",8.75,8.36,5.97,3.94,8.64,5.886978,"mewtwo, mew, chansey, arcanine, muk, cloyster"
"150, 151, 131, 113, 134, 89",8.75,6.21,6.16,4.03,8.49,5.886864,"mewtwo, mew, lapras, chansey, vaporeon, muk"
"150, 151, 134, 121, 143, 149",8.75,6,6.03,4.16,8.89,5.886279,"mewtwo, mew, vaporeon, starmie, snorlax, dragonite"
"150, 151, 9, 121, 143, 149",8.75,6,6.03,4.16,8.89,5.886279,"mewtwo, mew, blastoise, starmie, snorlax, dragonite"
"150, 151, 113, 103, 89, 80",8.75,6,6.21,4.03,8.37,5.88604,"mewtwo, mew, chansey, exeggutor, muk, slowbro"
"150, 144, 113, 73, 143, 89",8.75,7.88,5.7,4.53,8.47,5.885807,"mewtwo, articuno, chansey, tentacruel, snorlax, muk"
"150, 145, 113, 73, 143, 89",8.75,7.88,5.7,4.53,8.47,5.885807,"mewtwo, zapdos, chansey, tentacruel, snorlax, muk"
"150, 151, 113, 134, 89, 91",8.75,6.21,6.16,4.03,8.48,5.885512,"mewtwo, mew, chansey, vaporeon, muk, cloyster"
"151, 146, 121, 143, 89, 112",8.75,10,5.28,4.85,8.51,5.88538,"mew, moltres, starmie, snorlax, muk, rhydon"
"151, 146, 121, 143, 89, 76",8.75,10,5.28,4.85,8.51,5.88538,"mew, moltres, starmie, snorlax, muk, golem"
"150, 144, 131, 6, 103, 89",8.75,8.5,4.36,6.62,8.56,5.885234,"mewtwo, articuno, lapras, charizard, exeggutor, muk"
"150, 144, 73, 59, 89, 91",8.75,7.61,4.68,6.21,8.64,5.884868,"mewtwo, articuno, tentacruel, arcanine, muk, cloyster"
"150, 146, 113, 143, 149, 89",8.75,7.25,5.09,5.53,8.79,5.884298,"mewtwo, moltres, chansey, snorlax, dragonite, muk"
"150, 151, 146, 9, 89, 112",8.75,9.12,5.31,4.85,8.78,5.883721,"mewtwo, mew, moltres, blastoise, muk, rhydon"
"150, 151, 146, 9, 89, 76",8.75,9.12,5.31,4.85,8.78,5.883721,"mewtwo, mew, moltres, blastoise, muk, golem"
"146, 121, 143, 149, 89, 68",8.75,9.83,4.89,5.53,8.51,5.883268,"moltres, starmie, snorlax, dragonite, muk, machamp"
"151, 113, 121, 89, 68, 76",8.75,9.75,5.85,4.03,8.25,5.883232,"mew, chansey, starmie, muk, machamp, golem"
"150, 151, 59, 89, 68, 76",8.75,8.36,5.63,4.53,8.53,5.883006,"mewtwo, mew, arcanine, muk, machamp, golem"
"150, 151, 131, 121, 149, 80",8.75,5,5.78,4.73,8.88,5.882939,"mewtwo, mew, lapras, starmie, dragonite, slowbro"
"150, 145, 131, 121, 89, 112",8.75,9.5,5.22,5.03,8.5,5.882818,"mewtwo, zapdos, lapras, starmie, muk, rhydon"
"150, 146, 113, 103, 121, 89",8.75,8.72,5.5,4.7,8.49,5.882701,"mewtwo, moltres, chansey, exeggutor, starmie, muk"
"150, 6, 113, 103, 121, 89",8.75,8.72,5.5,4.7,8.49,5.882701,"mewtwo, charizard, chansey, exeggutor, starmie, muk"
"150, 151, 131, 73, 121, 89",8.75,4.28,5.74,5.03,8.5,5.882102,"mewtwo, mew, lapras, tentacruel, starmie, muk"
"150, 144, 113, 89, 68, 112",8.75,10,5.47,4.62,8.25,5.881814,"mewtwo, articuno, chansey, muk, machamp, rhydon"
"150, 145, 113, 89, 68, 112",8.75,10,5.47,4.62,8.25,5.881814,"mewtwo, zapdos, chansey, muk, machamp, rhydon"
"150, 151, 144, 113, 103, 121",8.75,7.06,5.93,4.16,8.77,5.881247,"mewtwo, mew, articuno, chansey, exeggutor, starmie"
"150, 151, 145, 113, 103, 121",8.75,7.06,5.93,4.16,8.77,5.881247,"mewtwo, mew, zapdos, chansey, exeggutor, starmie"
"151, 131, 113, 121, 89, 68",8.75,7.88,6.01,4.03,8.37,5.880359,"mew, lapras, chansey, starmie, muk, machamp"
"151, 113, 121, 89, 68, 91",8.75,7.88,6.01,4.03,8.37,5.880359,"mew, chansey, starmie, muk, machamp, cloyster"
"150, 151, 113, 103, 73, 149",8.75,8.72,5.7,4.23,8.87,5.879997,"mewtwo, mew, chansey, exeggutor, tentacruel, dragonite"
"151, 146, 121, 62, 89, 76",8.75,9.5,4.99,5.44,8.39,5.879976,"mew, moltres, starmie, poliwrath, muk, golem"
"151, 6, 121, 62, 89, 112",8.75,9.5,4.99,5.44,8.39,5.879976,"mew, charizard, starmie, poliwrath, muk, rhydon"
"151, 6, 121, 62, 89, 76",8.75,9.5,4.99,5.44,8.39,5.879976,"mew, charizard, starmie, poliwrath, muk, golem"
"150, 151, 121, 3, 89, 80",8.75,4.28,5.74,5.03,8.47,5.879623,"mewtwo, mew, starmie, venusaur, muk, slowbro"
"151, 113, 121, 143, 59, 89",8.75,6.93,6.12,3.94,8.51,5.879515,"mew, chansey, starmie, snorlax, arcanine, muk"
"150, 151, 146, 59, 89, 76",8.75,7.25,4.81,5.94,8.9,5.879481,"mewtwo, mew, moltres, arcanine, muk, golem"
"150, 146, 103, 143, 89, 68",8.75,9.75,5.43,4.62,8.54,5.879365,"mewtwo, moltres, exeggutor, snorlax, muk, machamp"
"151, 131, 121, 149, 89, 91",8.75,6.5,5.21,5.53,8.53,5.879357,"mew, lapras, starmie, dragonite, muk, cloyster"
"150, 151, 131, 9, 121, 89",8.75,4.12,6.1,4.44,8.54,5.87929,"mewtwo, mew, lapras, blastoise, starmie, muk"
"150, 151, 103, 9, 121, 89",8.75,4.12,6.1,4.44,8.53,5.878388,"mewtwo, mew, exeggutor, blastoise, starmie, muk"
"150, 151, 9, 121, 89, 91",8.75,4.12,6.1,4.44,8.53,5.877938,"mewtwo, mew, blastoise, starmie, muk, cloyster"
"151, 145, 131, 121, 89, 91",8.75,6.5,5.26,5.44,8.53,5.877747,"mew, zapdos, lapras, starmie, muk, cloyster"
"150, 151, 113, 89, 80, 34",8.75,6,5.91,4.53,8.25,5.877744,"mewtwo, mew, chansey, muk, slowbro, nidoking"
"150, 144, 113, 143, 89, 80",8.75,7.88,6,4.03,8.39,5.877655,"mewtwo, articuno, chansey, snorlax, muk, slowbro"
"150, 145, 113, 143, 89, 80",8.75,7.88,6,4.03,8.39,5.877655,"mewtwo, zapdos, chansey, snorlax, muk, slowbro"
"151, 131, 121, 3, 149, 89",8.75,8.5,5.01,5.53,8.52,5.877572,"mew, lapras, starmie, venusaur, dragonite, muk"
"150, 151, 131, 121, 62, 149",8.75,6.5,5.61,4.73,8.88,5.877319,"mewtwo, mew, lapras, starmie, poliwrath, dragonite"
"150, 144, 103, 59, 89, 34",8.75,8.72,4.91,5.62,8.65,5.877111,"mewtwo, articuno, exeggutor, arcanine, muk, nidoking"
"150, 145, 103, 59, 89, 34",8.75,8.72,4.91,5.62,8.65,5.877111,"mewtwo, zapdos, exeggutor, arcanine, muk, nidoking"
"150, 151, 121, 143, 89, 31",8.75,6,5.91,4.44,8.51,5.876735,"mewtwo, mew, starmie, snorlax, muk, nidoqueen"
"150, 151, 121, 143, 89, 34",8.75,6,5.91,4.44,8.51,5.876735,"mewtwo, mew, starmie, snorlax, muk, nidoking"
"151, 145, 131, 121, 3, 89",8.75,8.5,5.06,5.44,8.52,5.876448,"mew, zapdos, lapras, starmie, venusaur, muk"
"150, 151, 103, 121, 62, 149",8.75,6.5,5.61,4.73,8.87,5.876418,"mewtwo, mew, exeggutor, starmie, poliwrath, dragonite"
"151, 121, 3, 149, 89, 91",8.75,8.5,5.01,5.53,8.5,5.87622,"mew, starmie, venusaur, dragonite, muk, cloyster"
"150, 151, 121, 62, 149, 91",8.75,6.5,5.61,4.73,8.86,5.875967,"mewtwo, mew, starmie, poliwrath, dragonite, cloyster"
"150, 144, 146, 73, 143, 89",8.75,8.72,4.68,5.94,8.79,5.875883,"mewtwo, articuno, moltres, tentacruel, snorlax, muk"
"150, 145, 146, 73, 143, 89",8.75,8.72,4.68,5.94,8.79,5.875883,"mewtwo, zapdos, moltres, tentacruel, snorlax, muk"
"151, 146, 131, 121, 89, 76",8.75,9.5,4.96,5.44,8.5,5.875275,"mew, moltres, lapras, starmie, muk, golem"
